,message,lebel
424,Send ur friend receive something ur voice ..... speaking expression ? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful attitude 6.romantic 7.shy 8.Attractive 9.funny & lt ; # & gt ; .irritating & lt ; # & gt ; .lovable . reply ..,0
425,Ok. 'll ok . guess,0
426,aathi .. dear ..,0
427,pain urination thing else ?,0
428,7 esplanade .. ï¿½_ mind giving lift co got car today ..,0
429,wnt buy BMW car urgently .. vry urgent.but hv shortage & lt ; # & gt ; Lacs.there source arng dis amt . & lt ; # & gt ; lac .. thats prob,0
430,home watching tv lor .,0
431,usually take fifteen fucking minute respond yes question,0
432,Congrats ! Nokia 3650 video camera phone Call 09066382422 Calls cost 150ppm Ave call 3mins vary mobile 16+ Close 300603 post BCM4284 Ldn WC1N3XX,1
433,Booked ticket pongal ?,0
434,available ? 'm like right around hillsborough & amp ; & lt ; # & gt ; th,0
435,message sent askin & lt ; # & gt ; dollar . Shoul pay & lt ; # & gt ; & lt ; # & gt ; ?,0
436,"Ask g iouri , 've told story like ten time already",0
437,long applebees fucking take,0
438,"Hi hope u get txt~journey hasnt gd , 50 min late think .",0
439,. like love arrange .,0
440,Yes .. really great .. bhaji told kallis best cricketer sachin world : ) .very tough get .,0
441,supposed wake & gt ; : (,0
442,Oic ... saw tot din c ... found group liao ...,0
443,"Sorry , 'll call later",0
444,\HEY HEY WERETHE MONKEESPEOPLE SAY MONKEYAROUND ! HOWDY GORGEOUS,0
445,"Sorry , battery died , come 'm getting gram , 's place ?",0
446,"Well done , blimey , exercise , yeah , kinda remember wot , hmm .",0
447,wont get concentration dear know mind everything : - ),0
448,LOL ... made plan new year ?,0
449,10 min later k ...,0
450,hank lotsly !,0
451,Thanks hope good day today,0
452,K : ) k : ) detail want transfer ? acc enough ?,0
453,Ok tell stay . Yeah tough optimistic thing improve month .,0
454,"Loan purpose ï¿½500 - ï¿½75,000 . Homeowners + Tenants welcome . previously refused ? still help . Call Free 0800 1956669 text back 'help '",1
455,Si si . think ill go make oreo truffle .,0
456,"LOOK AMY URE BEAUTIFUL , INTELLIGENT WOMAN LIKE U LOT . KNOW U DONï¿½ï¿½T LIKE LIKE DONï¿½ï¿½T WORRY .",0
457,hope 's result consistently intelligent kind . Start asking practicum link keep ear open best . ttyl,0
458,"1.20 call cost . guess isnt bad . Miss ya , need ya , want ya , love ya",0
459,Going thru different feeling.wavering decision coping individual.time heal everything believe .,0
460,u go ? phone gon na die stay,0
461,Great . Never better . day give even reason thank God,0
462,"UpgrdCentre Orange customer , may claim FREE CAMERA PHONE upgrade loyalty . Call 0207 153 9153 . Offer end 26th July . & C 's apply . Opt-out available",1
463,"Sorry , 'll call later ok bye",0
464,Ok way railway,0
465,great princess ! love giving receiving oral . Doggy style fave position . ? enjoy making love & lt ; # & gt ; time per night : ),0
466,n't put stuff road keep getting slippery ?,0
467,going ride bike ?,0
468,"Yup , need . 'll jus wait 4 e rain 2 stop .",0
469,many company . Tell language .,0
470,okmail : Dear Dave final notice collect 4 * Tenerife Holiday # 5000 CASH award ! Call 09061743806 landline . TCs SAE Box326 CW25WX 150ppm,1
471,"long since screamed , princess ?",0
472,"Nothing . meant money enters account , bank remove flat rate . Someone transfered & lt ; # & gt ; account & lt ; # & gt ; dollar got removed . bank differ charge also differ.be sure trust 9ja person sending account detail co ...",0
473,Want 2 get laid tonight ? Want real Dogging location sent direct 2 ur Mob ? Join UK 's largest Dogging Network txting MOAN 69888Nyt . ec2a . 31p.msg @ 150p,1
474,Nice line said broken heart- Plz n't cum 1 time infront ... wise trust U ... Good 9t : ),0
475,Ok 'm gon na head usf like fifteen minute,0
476,Love aathi .. love u lot ..,0
477,Tension ah ? machi ? problem ?,0
478,"K , pick another 8th 're done ?",0
479,'re guy getting back ? G said thinking staying mcr,0
480,"Almost , see u sec",0
481,"Yo carlos , friend already asking , working weekend ?",0
482,Watching tv lor ...,0
483,Thank baby ! cant wait taste real thing ...,0
484,change fb jaykwon thuglyfe falconerf,0
485,win really 1 side long time .,0
486,"FREE MESSAGE Activate 500 FREE Text Messages replying message word FREE term & condition , visit www.07781482378.com",1
487,Dear reached railway . happen,0
488,"Depends quality . want type sent boye , faded glory , 6 . want ralphs maybe 2",0
489,think 've fixed send test message ?,0
490,"Sorry man account 's dry would , want could trade back half could buy shit credit card",0
491,"Congrats ! 1 year special cinema pas 2 . call 09061209465 ! C Suprman V , Matrix3 , StarWars3 , etc 4 FREE ! bx420-ip4-5we . 150pm . Dont miss !",1
492,"Sorry , meeting 'll call later",0
493,class & lt ; # & gt ; reunion ?,0
494,free ? call ?,1
495,Got meh ... ?,0
496,Nope ... Think go monday ... Sorry replied late,0
497,told accenture confirm . true .,0
498,"Kate jackson rec center 7ish , right ?",0
499,Dear reache room,0
500,"Fighting world easy , u either win lose bt fightng some1 close u dificult u lose - u lose u win - u still lose .",0
501,ï¿½_ come ?,0
502,Check nuerologist .,0
503,Lolnice . went fish .. water . ?,0
504,+123 Congratulations - week 's competition draw u ï¿½1450 prize claim call 09050002311 b4280703 . & Cs/stop SMS 08718727868 . 18 150ppm,1
505,'s waiting e car dat 's bored wat . Cos wait outside got nothing 2 . home stuff watch tv wat .,0
506,"Maybe westshore hyde park village , place near house ?",0
507,know . 's anthony . bringing money . 've school fee pay rent stuff like . Thats need help . friend need .... |,0
508,'s significance ?,0
509,opinion ? 1 . 2 . Jada 3 . Kusruthi 4 . Lovable 5 . Silent 6 . Spl character 7 . matured 8 . Stylish 9 . Simple Pls reply ..,0
510,"8 latest , g 's still scrounge ammo want give new ak try",0
511,Prabha .. 'm soryda .. realy .. frm heart 'm sory,0
512,Lol ok forgiven : ),0
513,.. jst change tat ..,0
514,"guaranteed latest Nokia Phone , 40GB iPod MP3 player ï¿½500 prize ! Txt word : COLLECT : 83355 ! IBHltd LdnW15H 150p/Mtmsgrcvd18+",1
515,: ) competition .,0
516,Boltblue tone 150p Reply POLY # MONO # eg POLY3 1 . Cha Cha Slide 2 . Yeah 3 . Slow Jamz 6 . Toxic 8 . Come STOP 4 tone txt,1
517,credit topped http : //www.bubbletext.com renewal Pin tgxxrz,1
518,"way transport le problematic sat night . way , u want ask n join bday , feel free . need know definite no booking fri .",0
519,Usually person unconscious 's child adult may behave abnormally . I.ll call,0
520,'s ebay might le elsewhere .,0
521,Shall come get pickle,0
522,gon na go get taco,0
523,"'s rude , campus ?",0
524,"URGENT ! : Mobile . awarded ï¿½2,000 Bonus Caller Prize 02/09/03 ! 2nd attempt contact ! Call 0871-872-9755 BOX95QU",1
525,Hi wo n't b ard 4 christmas . enjoy n merry x'mas .,0
526,"Today 's Offer ! Claim ur ï¿½150 worth discount voucher ! Text YES 85023 ! SavaMob , member offer mobile ! Cs 08717898035. ï¿½3.00 Sub . 16 . Unsub reply X",1
527,Yes ! pretty lady like single ?,0
528,recieve tone within next 24hrs . Terms condition please see Channel U Teletext Pg 750,1
529,Jay say 're double-faggot,0
530,PRIVATE ! 2003 Account Statement 07815296484 show 800 un-redeemed S.I.M . point . Call 08718738001 Identifier Code 41782 Expires 18/11/04,1
531,Today-sunday .. sunday holiday .. work ..,0
532,Gudnite .... tc ... practice going,0
533,'ll late ...,0
534,"'ve called . hoping l8r malaria know miss guy . miss Bani big , pls give love especially . great day .",0
535,"Good afternoon , love ! go day ? hope maybe got lead job . think , boytoy send passionate kiss across sea",0
536,"Probably gon na , see later tonight & lt ; )",0
537,maybe fat finger press button n't know .,0
538,Ummmmmaah Many many happy return day dear sweet heart .. HAPPY BIRTHDAY dear,0
539,"tirupur da , started office call .",0
540,www.Applausestore.com MonthlySubscription @ 50p/msg max6/month & CsC web age16 2stop txt stop,1
541,"famous quote : develop ability listen 'anything ' unconditionally without losing temper self confidence , mean ......... 'MARRIED '",0
542,going college pa. . else ill come self . Pa .,0
543,4 oclock mine . bash flat plan .,0
544,girl stay bed . girl n't need recovery time . Id rather pas fun cooped bed,0
545,special ?,0
546,know need get hotel . got invitation apologise . Cali sweet come english bloke 's weddin,0
547,"Sorry took long , omw",0
548,Wait & lt ; # & gt ; min ..,0
549,Ok give 5 minute think see . BTW 're alibi . cutting hair whole time .,0
550,"Imagine finally get sink bath put pace , maybe even eat left ... also imagine feel cage cock surrounded bath water , reminding always owns ... Enjoy , cuck",0
551,"Hurry , 've weed-deficient like three day",0
552,"Sure , get acknowledgement 's astoundingly tactless generally faggy demand blood oath fo",0
553,Ok. Every night take warm bath drink cup milk 'll see work magic . still need loose weight . know,0
554,Iï¿½ï¿½ï¿½ll look frying pan case itï¿½ï¿½ï¿½s cheap book perhaps . thatï¿½ï¿½ï¿½s silly frying pan isnï¿½ï¿½ï¿½t likely book,0
555,. Well uv cause mutation . Sunscreen like essential thesedays,0
556,lunch : ) online ? ?,0
557,know friend already told .,0
558,Hi Princess ! Thank pic . pretty . ?,0
559,"Aiyo ... U always c ex one ... dunno abt mei , reply ... First time u reply fast ... lucky workin huh , got bao ur sugardad ah ... gee ..",0
560,Hi msg : ) 'm office ..,0
561,Thanx 4 e brownie 's v nice ...,0
562,Geeeee ... love much barely stand,0
563,GENT ! trying contact . Last weekend draw show ï¿½1000 prize GUARANTEED . Call 09064012160 . Claim Code K52 . Valid 12hrs . 150ppm,1
564,"Fuck babe ... miss already , know ? Ca n't let send money towards net ? need ... want ... crave ...",0
565,"Ill call u 2mrw ninish , address icky American freek wont stop callin 2 bad Jen k eh ?",0
566,Oooh bed ridden ey ? thinking ?,0
567,"anyways , go gym whatever , love * smile * hope ok good day babe ... miss much already",0
568,Love ! Daddy make scream pleasure ! going slap as dick !,0
569,WOT U WAN NA MISSY ?,0
570,Yar lor wait 4 mum 2 finish sch lunch lor ... whole morning stay home clean room room quite clean ... Hee ...,0
571,know lab goggles went,0
572,open door ?,0
573,Waiting call .,0
574,Nope waiting sch 4 daddy ...,0
575,"? 1,000 cash ? 2,000 prize ! claim , call09050000327",1
576,"'m tired arguing week week . want , 'll .",0
577,ï¿½ï¿½ wait 4 sch finish ard 5 ..,0
578,"mobile number ï¿½5000 , claim call u back ring claim hot line 09050005321 .",1
579,"Arngd marriage u r walkin unfortuntly snake bite u. bt love marriage dancing frnt snake & amp ; sayin Bite , bite .",0
580,Huh early .. ï¿½_ dinner outside izzit ?,0
581,Ok anyway need change said,0
582,tried contact reply offer 750 min 150 textand new video phone call 08002988890 reply free delivery tomorrow,1
583,ex-wife able kid . want kid one day ?,0
584,'s scotland . Hope showing JJC tendency . Take care . Live dream,0
585,Tell u headache want use 1 hour sick time .,0
586,"dun thk 'll quit yet ... Hmmm , go jazz ? Yogasana oso ... go meet em lesson den ...",0
587,\Pete please ring meive hardly gotany credit\ `` ``,0
588,Ya srsly better yi tho,0
589,"'m meeting , call later",0
590,"ur chance win ï¿½250 wkly shopping spree TXT : SHOP 80878 . 's & C 's www.txt-2-shop.com custcare 08715705022 , 1x150p/wk",1
591,specially selected receive 2000 pound award ! Call 08712402050 line close . Cost 10ppm . 16+ . & Cs apply . AG Promo,1
592,PRIVATE ! 2003 Account Statement 07753741225 show 800 un-redeemed S. I. M. point . Call 08715203677 Identifier Code : 42478 Expires 24/10/04,1
593,still grand prix ?,0
594,"met stranger choose friend . long world stand , friendship never end . Lets Friends forever ! ! ! Gud nitz ...",0
595,great ! ?,0
596,Gud mrng dear nice day,0
597,important customer service announcement . Call FREEPHONE 0800 542 0825 !,1
598,. exhausted train morning . much wine pie . sleep well,0
599,'m going buy mum 's present ar .,0
600,Mind blastin .. Tsunamis occur .. Rajnikant stopped swimming Indian Ocean .. : -D,0
601,u sending home first 's ok lor . 'm ready yet .,0
602,Speaking cash yet ?,0
603,happy . come noon,0
604,Meet lunch la ...,0
605,TaKe CaRE n gET WeLL sOOn,0
606,XCLUSIVE @ CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK NICHOLS PARIS.FREE ROSES 2 LADIES ! ! ! info : 07946746291/07880867867,1
607,meant say cant wait see u getting bored bridgwater banter,0
608,Neva mind 's ok ..,0
609,"'s fine , imma get drink somethin . Want come find ?",0
610,22 day kick ! Euro2004 U kept date latest news result daily . removed send GET TXT STOP 83222,1
611,valentine game . . . Send dis msg ur friend . .. 5 answer r someone really love u. Ques- colour suit best ? rply,0
612,many dependent,0
613,THANX4 TODAY CER NICE 2 CATCH AVE 2 FIND TIME OFTEN OH WELL TAKE CARE C U SOON.C,0
614,called said : ) choose future .,0
615,\Happy valentine day\ `` know early hundred handsomes beauty wish . thought finish aunty uncle 1st ... ``,0
616,like v shock leh . Cos telling shuhui like telling leona also . Like dat almost know liao . got ask abt ur reaction lor .,0
617,family happiness ..,0
618,come n pick ï¿½_ ... Come immediately aft ur lesson ...,0
619,Let snow . Let snow . kind weather brings ppl together friendship grow .,0
620,Dear got & lt ; # & gt ; dollar hi hi,0
621,Good word .... word may leave u dismay many time .,0
622,MAKE SURE ALEX KNOWS BIRTHDAY FIFTEEN MINUTES FAR 'RE CONCERNED,0
623,"sorry , , got thing . may pub later .",0
624,"Nah 's straight , bring bud drink something 's actually little useful straight cash",0
625,"Haha good hear , 'm officially paid market 8th",0
626,many lick take get center tootsie pop ?,0
627,Yup thk r e teacher said make face look longer . Darren ask 2 cut short .,0
628,New TEXTBUDDY Chat 2 horny guy ur area 4 25p Free 2 receive Search postcode gaytextbuddy.com . TXT ONE name 89693,1
629,Todays Vodafone number ending 4882 selected receive ï¿½350 award . number match call 09064019014 receive ï¿½350 award .,1
630,Please dont say like . Hi hi hi,0
631,Thank u !,0
632,Oh forwarded message . thought send,0
633,Got . Seventeen pound seven hundred ml ï¿½ï¿½ï¿½ hope ok .,0
634,"Dear Voucher Holder , 2 claim week offer , PC go http : //www.e-tlp.co.uk/expressoffer Ts & Cs apply.2 stop text txt STOP 80062 .",1
635,n funny ...,0
636,"Sweetheart , hope kind day ! one load reason smile . Biola",0
637,ï¿½_ login dat time ... Dad fetching ï¿½_ home ?,0
638,"shower , baby ?",0
639,askd u question hour . answer,0
640,"Well imma definitely need restock thanksgiving , 'll let know 'm",0
641,"said kiss , kiss , ca n't sound effect ! gorgeous man n't ! Kind person need smile brighten day !",0
642,Probably gon na swing wee bit,0
643,Ya nice . . .be ready thursday,0
644,Allo ! braved bus taken train triumphed . mean weï¿½ï¿½ï¿½re bï¿½ï¿½ï¿½ham . jolly good rest week,0
645,"Watching cartoon , listening music & amp ; eve go temple & amp ; church .. u ?",0
646,mind ask happened ? dont say uncomfortable .,0
647,PRIVATE ! 2003 Account Statement show 800 un-redeemed S. I. M. point . Call 08715203694 Identifier Code : 40533 Expires 31/10/04,1
648,prob . send email .,0
649,"? 1,000 cash ? 2,000 prize ! claim , call09050000327 . & C : RSTM , SW7 3SS . 150ppm",1
650,Thats cool ! Sometimes slow gentle . Sonetimes rough hard : ),0
